Galaxy,chi2_Quat,AIC_Quat,BIC_Quat,M_solar_Quat,rs_kpc_Quat,epsilon_Quat,chi2_LCDM,AIC_LCDM,BIC_LCDM,chi2_MOND,AIC_MOND,BIC_MOND,Best_Model
F568-3_rotmod,495.98478810078865,501.98478810078865,504.65590337447713,12296566402.692608,19.525299598722967,5015.900270245698,492.89183270211936,500.89183270211936,504.453319733704,1975.1469924529513,1981.1469924529513,1983.8181077266397,LCDM
ESO563-G021_rotmod,31197.60530328081,31203.60530328081,31207.808895425795,240763735845.47052,3.0388662813229574,0.051300314229367094,161163.10342904803,161171.10342904803,161176.70821857467,74531.85688287955,74537.85688287955,74542.06047502454,Quaternionic
UGC12632_rotmod,228.23887391113428,234.23887391113428,236.3630245144409,21636374082.6506,19.63819968451014,4946.911881216849,206.7060861438584,214.7060861438584,217.53828694826726,11542.610766223672,11548.610766223672,11550.73491682698,LCDM
ESO444-G084_rotmod,3494.20099664165,3500.20099664165,3500.038727088816,57543681.83018562,2.9735764573901693,0.04873157778438422,783.0258642151175,791.0258642151175,790.8095048113388,7967.808041053371,7973.808041053371,7973.645771500537,LCDM
UGC09992_rotmod,1.186321057279386,7.186321057279386,6.014634794581687,3733492947.570322,14.830106773404692,5181.160004768897,4.807453963950794,12.807453963950794,11.245205613687194,609.6917859111298,615.6917859111298,614.5200996484322,Quaternionic
NGC0801_rotmod,13174.932612835059,13180.932612835059,13182.627460907443,206128659651.7068,2.9211253701722093,0.04848282397846007,76727.48296575472,76735.48296575472,76737.74276318456,85212.8269165936,85218.8269165936,85220.52176466599,Quaternionic
NGC6674_rotmod,22265.251502654995,22271.251502654995,22273.375653258303,205338380165.82715,2.9482573999634636,0.049512713987023574,30356.201924157267,30364.201924157267,30367.034124961676,220047.71348121285,220053.71348121285,220055.83763181616,Quaternionic
NGC5985_rotmod,14562.134783141988,14568.134783141988,14572.624305826388,163338950692.8996,2.9488933236080617,0.04889426713678136,756.2173491574781,764.2173491574781,770.203379403344,1631.2249108919461,1637.2249108919461,1641.7144335763455,LCDM
NGC4085_rotmod,201.32264355942075,207.32264355942075,207.1603740065867,63374422939.07054,19.119487371889456,4964.195345554015,193.2846816263626,201.2846816263626,201.06832222258387,23.38679287264864,29.38679287264864,29.22452331981458,MOND
NGC6789_rotmod,163.11616611054583,169.11616611054583,167.27504919390552,37542581.80472908,3.0505670220722862,0.04921155564606376,117.51491316328979,125.51491316328979,123.06009060776935,91.60241270887082,97.60241270887082,95.76129579223048,MOND
F579-V1_rotmod,88.35501712439628,94.35501712439628,96.27218911324206,48436564097.135086,19.176255033876323,4911.477042011065,82.89196418040817,90.89196418040817,93.4481934988692,451.8114308425844,457.8114308425844,459.7286028314302,LCDM
UGC02455_rotmod,127.18723834980537,133.18723834980537,133.42556297484487,6134546538.20606,18.153205190048602,4948.960361232262,168.7635403666484,176.7635403666484,177.08130653336775,1693.9184462830194,1699.9184462830194,1700.156770908059,Quaternionic
UGC09133_rotmod,128114.24207936367,128120.24207936367,128126.9006024792,217525575354.48203,2.8576653841580173,0.04809938379091701,305141.9716477446,305149.9716477446,305158.8496785653,1701304.359615018,1701310.359615018,1701317.0181381335,Quaternionic
UGC08550_rotmod,247.29544839624134,253.29544839624134,254.48913421463647,12042506317.7474,19.394591327285568,4957.57147227649,336.08733207927196,344.08733207927196,345.6789131704654,7891.969939142635,7897.969939142635,7899.16362496103,Quaternionic
NGC6195_rotmod,15581.512031625114,15587.512031625114,15590.918514272902,244507227271.32883,3.083828059055989,0.05039234179453639,123593.09757654346,123601.09757654346,123605.63955340718,44042.78181532357,44048.78181532357,44052.188297971355,Quaternionic
NGC2998_rotmod,8661.781166890674,8667.781166890674,8669.476014963058,99987626125.24945,5.496308242932731,4611.247350857,221.49866298329607,229.49866298329607,231.75846041314222,15676.574630264102,15682.574630264102,15684.269478336486,LCDM
UGC02023_rotmod,16.56625280776562,22.56625280776562,21.394566545067917,5310866370.570713,15.59081381995136,5091.478666031153,21.353777825081416,29.353777825081416,27.791529474817818,186.603276287156,192.603276287156,191.4315900244583,Quaternionic
NGC6015_rotmod,7229.277006377771,7235.277006377771,7240.629575279526,99953077591.265,19.853980797272527,4576.456390834261,5899.653590267513,5907.653590267513,5914.790348803186,21313.235281290887,21319.235281290887,21324.58785019264,LCDM
UGC07603_rotmod,291.8845622865644,297.8845622865644,299.3392822359284,12971582160.1707,19.190186627731222,5110.329428267125,396.6841450575314,404.6841450575314,406.6237716566834,2093.588134431393,2099.588134431393,2101.042854380757,Quaternionic
UGC02487_rotmod,30220.703013497718,30226.703013497718,30229.202653529886,470389061283.0009,3.012858508768506,0.0494322080755112,36690.07431647775,36698.07431647775,36701.40716985398,114386.20890938118,114392.20890938118,114394.70854941335,Quaternionic
F565-V2_rotmod,53.11048605561501,59.11048605561501,58.94821650278095,22532059471.46118,18.201792556351936,5181.9082460522895,51.095433288786694,59.095433288786694,58.87907388500795,934.1627336377369,940.1627336377369,940.0004640849029,LCDM
NGC5055_rotmod,107342.72288313818,107348.72288313818,107352.71949666871,125005497783.2291,3.3240475432482106,0.05130835392367388,1442.0083928310596,1450.0083928310596,1455.3372108717604,326348.670773786,326354.670773786,326358.6673873165,LCDM
F583-4_rotmod,186.54470790649475,192.54470790649475,193.99942785585876,13567118207.592834,19.184239043069553,5197.526056642604,250.88854847339664,258.88854847339667,260.8281750725486,2749.0007782658327,2755.0007782658327,2756.4554982151967,Quaternionic
UGC07524_rotmod,1316.0420931425822,1322.0420931425822,1326.3440547560376,19631670143.39884,19.894197592033617,4964.351712291617,1351.1475699703715,1359.1475699703715,1364.8835187883121,17153.74243502765,17159.74243502765,17164.044396641104,Quaternionic
F574-1_rotmod,539.6219957556563,545.6219957556563,547.539167744502,33411273770.454544,19.783033175024947,4755.033533514289,516.8397211757637,524.8397211757637,527.3959504942247,3605.055404534357,3611.055404534357,3612.972576523203,LCDM
ESO079-G014_rotmod,2400.9588450033707,2406.9588450033707,2409.0829956066773,99910491349.93907,13.200596520137307,4694.094706040607,1560.307454851351,1568.307454851351,1571.1396556557597,2892.653421450643,2898.653421450643,2900.7775720539494,LCDM
DDO064_rotmod,124.62204417348352,130.62204417348352,132.5392161623293,3943690816.0469913,17.45693350584132,4948.304594158608,355.8799233527244,363.8799233527244,366.4361526711854,966.345370369786,972.345370369786,974.2625423586318,Quaternionic
UGC05764_rotmod,38259.498577798986,38265.498577798986,38266.40633307797,55392319.19239767,3.0335208612578057,0.04951118997619827,26883.241546114292,26891.241546114292,26892.45188648627,84137.97161461337,84143.97161461337,84144.87936989235,LCDM
UGC01230_rotmod,113.28544065371608,119.28544065371608,120.47912647211119,46337108279.78975,19.471807469628466,5309.055935887956,91.26972089226983,99.26972089226983,100.8613019834633,1912.5094751671743,1918.5094751671743,1919.7031609855694,LCDM
NGC4100_rotmod,448.92294252831033,454.92294252831033,458.4571040193542,99853026857.65634,7.510993980972106,5143.83847430252,134.1805607282502,142.1805607282502,146.892776049642,2232.0612755151633,2238.0612755151633,2241.5954370062072,LCDM
NGC5005_rotmod,93.69209146137663,99.69209146137663,102.36320673506512,98906544112.07428,5.5371793610159745,5093.426674798495,18.97682587580465,26.97682587580465,30.538312907389308,91.78354843893177,97.78354843893177,100.45466371262026,LCDM
UGCA281_rotmod,769.7644203122156,775.7644203122156,775.6021507593816,37221890.09988633,3.032405341879918,0.050472910939114254,460.5874386008261,468.5874386008261,468.3710791970473,4420.1691033086145,4426.1691033086145,4426.0068337557805,LCDM
F568-1_rotmod,212.10858486764363,218.10858486764363,219.56330481700763,44191213379.419495,19.369645729021713,4852.752413732465,204.22018072630942,212.22018072630942,214.15980732546143,179.31208440001333,185.31208440001333,186.76680434937734,MOND
NGC3992_rotmod,1060.8633804002864,1066.8633804002864,1067.4550541322951,233503842313.8614,2.9859899386509374,0.04923202349876864,10210.832147136074,10218.832147136074,10219.62104544542,10414.101723283207,10420.101723283207,10420.693397015217,Quaternionic
UGC05986_rotmod,1603.3958472645509,1609.3958472645509,1611.5199978678575,46661610255.473694,19.897751980818427,4664.973747088289,1536.4270111326612,1544.4270111326612,1547.25921193707,2078.550800474495,2084.550800474495,2086.674951077802,LCDM
DDO170_rotmod,391.76298522959075,397.76298522959075,398.0013098546303,17244203422.49509,19.832262779946586,4949.364088105868,325.98267986818894,333.98267986818894,334.3004460349083,74911.36934233514,74917.36934233514,74917.60766696018,LCDM
UGC05999_rotmod,114.16359237683507,120.16359237683507,118.99190611413736,38363100101.58252,19.333184868303285,5202.186481821877,95.34051510862801,103.34051510862801,101.77826675836441,2388.5563695858223,2394.5563695858223,2393.3846833231246,LCDM
UGC08837_rotmod,265.63955753510766,271.63955753510766,271.8778821601472,2996016103.9860125,18.62940724835127,5080.351972043525,414.901337097951,422.901337097951,423.21910326467037,4758.524426982447,4764.524426982447,4764.762751607486,Quaternionic
UGC05253_rotmod,29070.467466170707,29076.467466170707,29083.338844494152,99997263470.64932,5.064262287873537,4436.765545298938,552.5065100696604,560.5065100696604,569.668347834254,28371.589270068904,28377.589270068904,28384.46064839235,LCDM
UGC07399_rotmod,334.7577492566225,340.7577492566225,341.66550453560467,34693837287.566734,19.496932660798695,4946.942716087999,345.6441301967209,353.6441301967209,354.8544705686971,399.8476518208791,405.8476518208791,406.75540709986126,Quaternionic
NGC2976_rotmod,1217.122527989424,1223.122527989424,1227.010038587437,10339956725.626953,19.32071641421552,5232.728305047258,1828.9489947380348,1836.9489947380348,1842.132342202052,874.3877279696464,880.3877279696464,884.2752385676595,MOND
UGC00731_rotmod,441.4997813816499,447.4997813816499,448.9545013310139,18780489066.244816,19.758727831305187,4898.082628532478,429.8249275282407,437.8249275282407,439.7645541273927,10861.910475189823,10867.910475189823,10869.365195139188,LCDM
UGC00191_rotmod,2358.1675837152784,2364.1675837152784,2364.759257447287,26515471808.156868,19.947619378107653,4990.670023430861,2319.200414565951,2327.200414565951,2327.989312875296,32736.551916570017,32742.551916570017,32743.143590302025,LCDM
KK98-251_rotmod,1224.7230388275361,1230.7230388275361,1232.8471894308427,41743467.71420166,3.057387798110075,0.04831096332956096,933.1860856285264,941.1860856285264,944.0182864329352,22252.05530187496,22258.05530187496,22260.179452478267,LCDM
UGC02259_rotmod,144.71994755027958,150.71994755027958,150.95827217531908,34414365367.78139,19.51516419396498,4990.197022497873,129.23093345812657,137.23093345812657,137.5486996248459,6004.766656872229,6010.766656872229,6011.004981497268,LCDM
NGC5585_rotmod,7059.662637077653,7065.662637077653,7069.196798568697,14149722314.744871,19.973888076675518,4851.867157780196,9082.705552985477,9090.705552985477,9095.417768306868,26228.350778084157,26234.350778084157,26237.8849395752,Quaternionic
NGC5907_rotmod,10680.507180078832,10686.507180078832,10689.340497016332,173473445937.88092,2.9893211668756035,0.05010297096210073,122.58168035606641,130.5816803560664,134.35943627273218,41826.5134016436,41832.5134016436,41835.346718581095,LCDM
NGC7793_rotmod,895.2442187146223,901.2442187146223,906.7301429040896,25601008423.48759,19.711105744012947,5266.0583578139485,1108.2906791113949,1116.2906791113949,1123.6052446973513,697.4139610340766,703.4139610340766,708.8998852235438,MOND
F568-V1_rotmod,46.29073457144961,52.29073457144961,54.41488517475624,48701721979.69922,18.607423150703916,4723.598290393121,41.36912650264363,49.36912650264363,52.20132730705247,292.35011863515666,298.35011863515666,300.4742692384633,LCDM
NGC4138_rotmod,5.078653784338681,11.07865378433868,10.91638423150462,88943748961.21068,7.827474782238063,5292.845842538303,9.24297074466138,17.242970744661378,17.02661134088263,162.6618318980604,168.6618318980604,168.49956234522634,Quaternionic
UGC06628_rotmod,4.031483782959469,10.03148378295947,9.869214230125408,6207364733.188988,15.701360917047943,4795.781333686291,6.171353676323308,14.171353676323308,13.95499427254456,818.0819654604833,824.0819654604833,823.9196959076493,Quaternionic
UGC07323_rotmod,313.11257544692137,319.11257544692137,320.02033072590353,17212598676.13909,19.35156796451987,4964.785876586512,332.9224935727387,340.9224935727387,342.1328339447149,1422.7317925560885,1428.7317925560885,1429.6395478350707,Quaternionic
NGC3741_rotmod,4277.133104866885,4283.133104866885,4286.266672180056,27435994.590336412,2.966032915521456,0.05184220289148932,3400.2750025252026,3408.2750025252026,3412.4530922760964,42964.08387935732,42970.08387935732,42973.21744667049,LCDM
UGC01281_rotmod,467.5314421003737,473.5314421003737,477.1880695749783,5204488787.792191,19.257776242370866,5084.966073616864,988.5594308484648,996.5594308484648,1001.4349341479376,3622.6896261399675,3628.6896261399675,3632.346253614572,Quaternionic
UGC11557_rotmod,159.4476012866558,165.4476012866558,166.90232123601982,17534206594.131943,19.08337184976046,5065.7752002649795,171.48688263992193,179.48688263992193,181.42650923907394,1072.659060686835,1078.659060686835,1080.113780636199,Quaternionic
NGC0100_rotmod,502.3239949699472,508.3239949699472,511.45756228311745,20670820169.600143,19.659889176750916,5329.265836451842,523.2313692730588,531.2313692730588,535.4094590239525,3204.306357095436,3210.306357095436,3213.439924408606,Quaternionic
IC4202_rotmod,21887.545808418796,21893.545808418796,21897.943016127196,133846321563.28302,3.585089406420626,0.055791975689594,4935.451001670212,4943.451001670212,4949.31394528141,2798.894414820087,2804.894414820087,2809.291622528486,MOND
CamB_rotmod,183.73889431886775,189.73889431886775,190.33056805087642,44160679.521466635,3.002364487853254,0.04866795011583895,830.2697109894199,838.2697109894199,839.0586092987647,18588.955391895728,18594.955391895728,18595.547065627736,Quaternionic
NGC3769_rotmod,57.14491917970811,63.14491917970811,64.59963912907212,81167247307.87209,19.507824009999872,4960.774516450438,32.52828549086192,40.52828549086192,42.46791209001392,2942.667087422541,2948.667087422541,2950.121807371905,LCDM
